subject_id,treatment,outcome,prediction,logit_yes,logit_no,prob_yes,date,rct_id,model_family,model_version,model_size,model_id,fine_tuned,ft_base_model,ft_corpus,lora_r,lora_alpha,lora_dropout,lora_target_modules,train_epochs,train_batch_size,train_grad_accum_steps,train_effective_batch_size,train_lr,train_lr_scheduler,train_warmup_ratio,train_max_grad_norm,train_weight_decay,train_optimizer,train_precision,train_max_seq_length,train_seed,infer_precision,infer_batch_size,infer_max_seq_length,infer_temperature,infer_max_tokens
5515,CDC Health,No,[,-1.140625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5518,CDC Health,No,[,-1.34375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5521,CDC Health,No,Did,-1.1796875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5524,CDC Health,No,[,-1.3046875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5531,Placebo,No,Thank,-1.2265625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5535,CDC Health,No,No,-1.2734375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5537,Placebo,No,[,-1.265625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5538,Placebo,No,Thank,-1.2578125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5539,CDC Health,No,Yes,-1.3125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5541,CDC Health,No,Answer,-1.296875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5544,High Cash,No,The,-1.2578125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5545,Placebo,No,Yes,-1.2578125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5546,Placebo,No,Yes,-1.2421875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5547,High Cash,No,[,-1.3203125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5548,High Cash,No,What,-1.3359375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5550,High Cash,No,Yes,-1.265625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5554,High Cash,No,[,-1.3515625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5555,High Cash,No,[,-1.3203125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5556,High Cash,No,I,-1.421875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5558,Placebo,No,Thank,-1.2578125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5559,Placebo,No,Have,-1.265625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5561,High Cash,No,Thank,-1.3125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5563,High Cash,No,Yes,-1.3828125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5567,CDC Health,No,We,-1.2109375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5573,CDC Health,No,In,-1.2734375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5576,CDC Health,No,Yes,-1.28125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5577,Placebo,No,[,-1.2578125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5578,CDC Health,No,Would,-1.21875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5583,Placebo,No,It,-1.1953125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5584,CDC Health,No,[,-1.2734375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5586,Placebo,Yes,[,-1.28125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5593,Placebo,No,Yes,-1.1796875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5595,CDC Health,No,Yes,-1.28125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5599,Placebo,No,I,-1.265625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5600,Placebo,Yes,Hello,-1.203125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5615,High Cash,No,Hello,-1.328125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5616,High Cash,No,Please,-1.3515625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5617,High Cash,No,Have,-1.3046875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5622,High Cash,No,Have,-1.3515625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5623,High Cash,No,[Y,-1.25,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5625,High Cash,No,Yes,-1.3046875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5626,High Cash,No,[,-1.28125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5627,High Cash,No,Yes,-1.421875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5628,High Cash,No,[,-1.328125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5639,Low Cash,No,[,-1.5078125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5643,Low Cash,No,Thank,-1.40625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5644,Placebo,No,Thank,-1.1796875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5645,Placebo,No,We,-1.203125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5646,Placebo,No,<,-1.25,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5647,Low Cash,No,Please,-1.328125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5682,High Cash,No,Yes,-1.328125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5684,High Cash,No,Thank,-1.4375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5686,Placebo,No,In,-1.2578125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5692,CDC Health,No,We,-1.2890625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5695,CDC Health,No,[,-1.28125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5698,CDC Health,No,I,-1.1875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5700,CDC Health,No,Yes,-1.28125,-3.03125,0.8519528019683106,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5717,Placebo,No,Yes,-1.25,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5718,Placebo,No,According,-1.2265625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5719,Placebo,No,Yes,-1.2421875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5720,Placebo,No,Yes,-1.2578125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5722,Placebo,No,[,-1.3125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
5723,Placebo,No,Yes,-1.34375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
